artist,album,track_name,track_id,danceability,energy,key,loudness,mode,speechiness,instrumentalness,liveness,valence,tempo,duration_ms,time_signature,popularity,release_date,artist_id,genres,release_year,region,era
Cypress Hill,Cypress Hill,Hand On the Pump,1TeVeYATRojNVCH7q1APiv,0.826,0.658,0,-10.952,1,0.302,1.86e-05,0.235,0.571,98.05,243027,4,61,1991-08-13,4P0dddbxPil35MNN9G2MEX,"['chicano rap', 'gangster rap', 'hip hop', 'rap rock', 'west coast rap']",1991,West,90s
A Tribe Called Quest,The Low End Theory,Jazz (We've Got),7AgMX97ljLm9BzszyyXEYZ,0.822,0.479,11,-15.962,1,0.271,4.42e-05,0.124,0.72,92.461,250240,4,69,1991-09-24,09hVIj6vWgoCDtT03h8ZCa,"['conscious hip hop', 'east coast hip hop', 'golden age hip hop', 'hip hop', 'jazz rap', 'queens hip hop']",1991,East,90s
Nice & Smooth,Ain't A Damn Thing Changed,Sometimes I Rhyme Slow,18Mh3v6rBCCpcNYzyaA2RN,0.797,0.563,6,-14.138,0,0.123,0.323,0.0969,0.687,108.369,172267,4,47,1991-01-01,5QhsLryFrDbj9IZ38UmMyn,"['bronx hip hop', 'hardcore hip hop', 'hip hop', 'new jack swing']",1991,East,90s
MC Hammer,Too Legit To Quit,2 Legit 2 Quit,4ZnKSrukEcPuMxGrcZEEh1,0.853,0.884,1,-6.771,1,0.0836,6.83e-06,0.0313,0.668,124.542,333624,4,46,1991-01-01,2rblp9fJo16ZPTcKDtlmKW,"['hip hop', 'hip house']",1991,Other,90s
MC Breed,MC Breed & DFC,Ain't No Future In Yo' Frontin',00ReeHCY0FQUyuAUyPJdnk,0.672,0.761,0,-9.644,1,0.248,0.0,0.474,0.731,102.192,244733,4,45,1991-01-01,63727CmmJ8oWFh8eAHvDYq,"['flint hip hop', 'gangster rap']",1991,Midwest,90s
Del The Funky Homosapien,I Wish My Brother George Was Here,Mistadobalina,2ECYtCiyC3zLvFTybWv75p,0.798,0.888,10,-4.415,0,0.16,9.47e-06,0.323,0.661,99.608,253626,4,50,1991-10-15,0YsLR3SQd5QTXAhGIGX7cl,"['alternative hip hop', 'hip hop', 'oakland hip hop']",1991,West,90s
Naughty By Nature,Naughty By Nature,Pin the Tail on the Donkey,3z0i5xf1iiEoiuhkTPKp3w,0.891,0.504,8,-14.682,0,0.364,0.000595,0.102,0.712,116.351,227507,4,61,1991-09-03,4Otx4bRLSfpah5kX8hdgDC,"['east coast hip hop', 'hip hop', 'new jersey rap']",1991,East,90s
De La Soul,De La Soul is Dead,"A Roller Skating Jam Named ""Saturdays""",1ihXWWbKNIrb7S7ERA6Qcb,0.896,0.897,6,-5.561,1,0.122,0.000255,0.338,0.769,115.02,242000,4,54,1991-05-14,1Z8ODXyhEBi3WynYw0Rya6,"['east coast hip hop', 'golden age hip hop', 'hip hop', 'jazz rap']",1991,East,90s
Ice Cube,Death Certificate,My Summer Vacation,7LnDfoRFeMhrPc795W07jk,0.618,0.669,11,-8.662,0,0.453,5.4e-06,0.877,0.761,204.002,236560,4,64,1991-10-29,3Mcii5XWf6E0lrY3Uky4cA,"['conscious hip hop', 'g funk', 'gangster rap', 'hip hop', 'rap', 'west coast rap']",1991,West,90s
A Tribe Called Quest,The Low End Theory,Buggin' Out,6GAemDMWAXa8wZOBkO1gar,0.887,0.419,10,-10.961,0,0.353,0.268,0.129,0.576,96.149,217467,4,69,1991-09-24,09hVIj6vWgoCDtT03h8ZCa,"['conscious hip hop', 'east coast hip hop', 'golden age hip hop', 'hip hop', 'jazz rap', 'queens hip hop']",1991,East,90s
N.W.A.,Efil4zaggin,I'd Rather Fuck You,33cj3BIft6dg4Suigy8CuN,0.466,0.793,11,-6.945,0,0.164,0.0,0.11,0.661,163.981,237373,4,62,1991-05-28,4EnEZVjo3w1cwcQYePccay,"['conscious hip hop', 'gangster rap', 'golden age hip hop', 'hip hop', 'old school hip hop', 'rap', 'west coast rap']",1991,West,90s
Heavy D & The Boyz,Peaceful Journey,Is It Good To You,4WHQzXnWyTlE1UOmmxRDOw,0.711,0.595,1,-12.99,1,0.036,0.0327,0.208,0.836,107.473,292227,4,57,1991-01-01,4KHdmkq99PXA6QEJ2lKpA3,"['contemporary r&b', 'east coast hip hop', 'new jack swing', 'old school hip hop']",1991,East,90s
2Pac,2Pacalypse Now,Trapped,1SIwEtA6vOapGw7fA7T9Gy,0.773,0.297,10,-17.819,0,0.335,0.000132,0.137,0.442,88.265,284693,4,56,1991-11-12,1ZwdS5xdxEREPySFridCfh,"['g funk', 'gangster rap', 'hip hop', 'rap', 'west coast rap']",1991,West,90s
Naughty By Nature,Naughty By Nature,Uptown Anthem,6Kt62qyMR3uJ15Sb6XDAn3,0.824,0.723,1,-15.571,0,0.272,0.103,0.12,0.146,103.373,184267,4,61,1991-09-03,4Otx4bRLSfpah5kX8hdgDC,"['east coast hip hop', 'hip hop', 'new jersey rap']",1991,East,90s
Cypress Hill,Cypress Hill,Stoned Is the Way of the Walk,3bYrxDub4IJVA0g0FAbiYd,0.839,0.399,7,-11.916,1,0.55,7.62e-06,0.484,0.437,92.055,166107,4,61,1991-08-13,4P0dddbxPil35MNN9G2MEX,"['chicano rap', 'gangster rap', 'hip hop', 'rap rock', 'west coast rap']",1991,West,90s
Gang Starr,Step In The Arena,Just To Get A Rep,1jVdrIvODvfIowkGykEqfa,0.858,0.346,10,-17.445,0,0.257,7.51e-05,0.222,0.56,102.021,162693,4,48,1991-01-15,5cMgGlA1xGyeAB2ctYlRdZ,"['alternative hip hop', 'conscious hip hop', 'east coast hip hop', 'hardcore hip hop', 'hip hop']",1991,East,90s
Black Sheep,A Wolf In Sheep's Clothing,The Choice Is Yours,1I1ycyokEiLqNHeRR3c63i,0.831,0.749,8,-11.939,0,0.185,0.0,0.312,0.954,100.611,203173,4,56,1991-01-01,0NnCgUxhtWt1yBtpDyvFQf,"['east coast hip hop', 'queens hip hop']",1991,East,90s
2 LIVE CREW,Sports Weekend,Pop That P--sy,2PBTwMH2mzfLigdMyPzOcp,0.916,0.742,7,-12.44,1,0.188,0.00498,0.0986,0.545,127.809,257640,4,38,1991-09-03,58Dx4HPzeOO3dbpD9YYEes,"['golden age hip hop', 'miami bass', 'miami hip hop', 'old school hip hop']",1991,South,90s
Ice Cube,Death Certificate,The Wrong Nigga To Fuck Wit,2b19g6WaqijXOkIfRBkqvJ,0.838,0.822,9,-7.951,1,0.242,3.57e-06,0.28,0.799,106.21,168333,4,64,1991-10-29,3Mcii5XWf6E0lrY3Uky4cA,"['conscious hip hop', 'g funk', 'gangster rap', 'hip hop', 'rap', 'west coast rap']",1991,West,90s
A Tribe Called Quest,The Low End Theory,Scenario - LP Mix,0301nLjG0ti26rx5ZmfqtP,0.795,0.6,2,-14.004,1,0.341,0.000171,0.111,0.633,101.78,250133,4,69,1991-09-24,09hVIj6vWgoCDtT03h8ZCa,"['conscious hip hop', 'east coast hip hop', 'golden age hip hop', 'hip hop', 'jazz rap', 'queens hip hop']",1991,East,90s
2Pac,2Pacalypse Now,Violent,3DL6PGdcnpn7j5ofFyV7Vv,0.751,0.263,11,-18.142,0,0.418,0.0225,0.523,0.627,166.68,385933,4,56,1991-11-12,1ZwdS5xdxEREPySFridCfh,"['g funk', 'gangster rap', 'hip hop', 'rap', 'west coast rap']",1991,West,90s
N.W.A.,Efil4zaggin,Niggaz 4 Life,0y0IhcBx3C1oEMtL4oFkBp,0.809,0.858,10,-6.089,0,0.246,1.91e-06,0.565,0.528,93.113,298907,4,62,1991-05-28,4EnEZVjo3w1cwcQYePccay,"['conscious hip hop', 'gangster rap', 'golden age hip hop', 'hip hop', 'old school hip hop', 'rap', 'west coast rap']",1991,West,90s
Gang Starr,Step In The Arena,Step In The Arena,7ktOcCYTypSCkMoYppOyTe,0.818,0.507,0,-14.803,1,0.309,0.0,0.16,0.78,95.754,217360,4,48,1991-01-15,5cMgGlA1xGyeAB2ctYlRdZ,"['alternative hip hop', 'conscious hip hop', 'east coast hip hop', 'hardcore hip hop', 'hip hop']",1991,East,90s
AMG,Bitch Betta Have My Money,Bitch Betta Have My Money,2H3BNi4FyJqjpbTv8qfTtI,0.859,0.551,4,-13.174,1,0.141,0.0,0.041,0.961,104.018,195560,4,40,1991-01-01,6FYlKWutsvILF2KaLtHueN,[],1991,Other,90s
A Tribe Called Quest,The Low End Theory,Excursions,4tEaytMs86hIaOSsiGoLcP,0.885,0.608,11,-10.809,1,0.169,0.0118,0.319,0.707,95.748,234627,4,69,1991-09-24,09hVIj6vWgoCDtT03h8ZCa,"['conscious hip hop', 'east coast hip hop', 'golden age hip hop', 'hip hop', 'jazz rap', 'queens hip hop']",1991,East,90s
Black Sheep,A Wolf In Sheep's Clothing,Flavor Of The Month,235LR8Y7XYhvBxLurBxGHU,0.777,0.542,10,-13.598,0,0.243,1.11e-06,0.0882,0.847,97.171,259200,4,56,1991-01-01,0NnCgUxhtWt1yBtpDyvFQf,"['east coast hip hop', 'queens hip hop']",1991,East,90s
Public Enemy,Apocalypse 91… The Enemy Strikes Black,Shut Em Down,5Zm9vkQ65RowiZEMAJzNV9,0.693,0.906,11,-7.22,0,0.294,0.0,0.201,0.699,180.449,304267,4,51,1991-10-01,6Mo9PoU6svvhgEum7wh2Nd,"['conscious hip hop', 'east coast hip hop', 'golden age hip hop', 'hardcore hip hop', 'hip hop', 'old school hip hop', 'political hip hop']",1991,East,90s
MC Lyte,Act Like You Know (Explicit Version),Poor Georgie,0wIEQYOLgV9TneTgM3aRVE,0.837,0.688,10,-7.307,0,0.216,0.0,0.0999,0.708,95.565,270093,4,36,1991-01-01,2ZbWlThDW0qSbI3hinpl0w,"['alternative r&b', 'contemporary r&b', 'east coast hip hop', 'old school hip hop']",1991,East,90s
2Pac,2Pacalypse Now,If My Homie Calls,0iX6mzHk8O0ydBnQJOX9wB,0.835,0.602,5,-14.105,0,0.067,0.00031,0.164,0.599,104.473,258307,4,56,1991-11-12,1ZwdS5xdxEREPySFridCfh,"['g funk', 'gangster rap', 'hip hop', 'rap', 'west coast rap']",1991,West,90s
N.W.A.,Efil4zaggin,"Findum, Fuckum And Flee",3olmwmRZ967NWmnenc5SEY,0.773,0.872,1,-5.583,1,0.272,0.0,0.0455,0.906,172.948,234754,4,62,1991-05-28,4EnEZVjo3w1cwcQYePccay,"['conscious hip hop', 'gangster rap', 'golden age hip hop', 'hip hop', 'old school hip hop', 'rap', 'west coast rap']",1991,West,90s
Main Source,Breaking Atoms,Looking At The Front Door,3gb5bGKt38kfetqZ35DlLp,0.82,0.79,0,-7.769,1,0.16,0.000257,0.0658,0.788,105.489,249707,4,42,1991-11-12,0zi2OowIfzNqUQiuUVyGLs,"['alternative hip hop', 'canadian old school hip hop', 'hardcore hip hop', 'hip hop', 'queens hip hop']",1991,East,90s
Cypress Hill,Cypress Hill,Latin Lingo,2IyFYm8UYOjXWKxNJsG1yy,0.853,0.602,6,-14.649,1,0.265,0.0058,0.102,0.592,91.324,238933,4,61,1991-08-13,4P0dddbxPil35MNN9G2MEX,"['chicano rap', 'gangster rap', 'hip hop', 'rap rock', 'west coast rap']",1991,West,90s
Gang Starr,Step In The Arena,Lovesick,6biAvuLvtDrIZI9kKKkhgC,0.765,0.597,4,-14.185,0,0.275,0.000608,0.0822,0.83,173.616,207000,4,48,1991-01-15,5cMgGlA1xGyeAB2ctYlRdZ,"['alternative hip hop', 'conscious hip hop', 'east coast hip hop', 'hardcore hip hop', 'hip hop']",1991,East,90s
Public Enemy,Apocalypse 91… The Enemy Strikes Black,By The Time I Get To Arizona,5Y7Tj2fh27PM08CgaaDwoF,0.498,0.941,1,-7.725,1,0.423,0.0,0.483,0.796,161.045,288667,4,51,1991-10-01,6Mo9PoU6svvhgEum7wh2Nd,"['conscious hip hop', 'east coast hip hop', 'golden age hip hop', 'hardcore hip hop', 'hip hop', 'old school hip hop', 'political hip hop']",1991,East,90s
3rd Bass,Derelicts Of Dialect,Pop Goes The Weasel,74RgttZ78DSIF26veMyvs0,0.663,0.599,2,-13.299,1,0.378,0.0,0.15,0.259,200.312,235627,4,36,1991-01-01,6EFL6smxzRtpwlQvZFldUc,['east coast hip hop'],1991,East,90s
Marky Mark And The Funky Bunch,Music For The People,Wildside,2U25Ne3teRZLF1wsRnjcfW,0.767,0.356,8,-15.502,0,0.106,0.309,0.101,0.271,105.404,307267,4,58,1991-01-01,4046bnFxFJdLEtG7F2qXaV,['hip house'],1991,Other,90s
Gang Starr,Step In The Arena,Who's Gonna Take The Weight?,1DjT07bjc0kg5IK6PPwPkp,0.727,0.488,2,-14.197,1,0.279,0.172,0.349,0.865,105.719,236067,4,48,1991-01-15,5cMgGlA1xGyeAB2ctYlRdZ,"['alternative hip hop', 'conscious hip hop', 'east coast hip hop', 'hardcore hip hop', 'hip hop']",1991,East,90s
House Of Pain,House of Pain (Fine Malt Lyrics) [30 Years] [Deluxe Edition],Jump Around - 30 Years Remaster,7L93GESzq43UkKUt5FsOCq,0.811,0.823,4,-5.921,0,0.0423,4.52e-06,0.158,0.827,106.929,218547,4,69,2022-07-22,0AuW7OCyKfFrsMbtHrYgIV,"['gangster rap', 'hip hop', 'rap rock', 'west coast rap']",2022,West,Current
Kris Kross,Totally Krossed Out,Jump,27AHAtAirQapVldIm4c9ZX,0.749,0.745,2,-10.625,1,0.164,0.00403,0.333,0.481,101.972,195107,4,62,1992-03-17,2zrZfs23sjuHDv4E6YRmNf,"['gangster rap', 'hardcore hip hop', 'hip hop', 'hip pop', 'old school atlanta hip hop']",1992,South,90s
Sir Mix-A-Lot,Mack Daddy,Baby Got Back,1SAkL1mYNJlaqnBQxVZrRl,0.926,0.669,1,-11.271,1,0.301,0.0,0.0887,0.642,128.462,262827,4,65,1992-01-01,3TQ9JTBI2n2hfo7aRONEYV,['old school hip hop'],1992,Other,90s
Arrested Development,"3 Years, 5 Months And 2 Days In The Life Of...",People Everyday,6JvodgYcsthsORxPsEYUoe,0.839,0.508,1,-12.359,1,0.219,3.06e-05,0.0928,0.874,80.014,206893,4,55,1992-03-24,5Va9LuEmaZxnbk1gMnjMD7,"['atl hip hop', 'conscious hip hop', 'hip hop', 'old school atlanta hip hop']",1992,South,90s
The Pharcyde,Bizarre Ride II The Pharcyde,Passin' Me By,4G3dZN9o3o2X4VKwt4CLts,0.759,0.756,4,-8.145,0,0.266,2.36e-06,0.265,0.613,87.059,303493,4,66,1992-11-24,7yk35uHNQclPXFGFoTU44w,"['alternative hip hop', 'hardcore hip hop', 'hip hop', 'jazz rap', 'west coast rap']",1992,West,90s
Pete Rock & C.L. Smooth,Mecca And The Soul Brother,They Reminisce Over You (T.R.O.Y.),2Mb3zpobD0CvJGWv6NpsPy,0.761,0.683,2,-10.889,1,0.164,0.0,0.342,0.671,101.787,286693,4,58,1992-05-26,3fJ60AcIgLzQkVitEvA7uq,"['east coast hip hop', 'jazz rap']",1992,East,90s
Eric B. & Rakim,Don't Sweat The Technique,Don't Sweat The Technique,48ZUwXrEOhaXLCxvmRYhZv,0.737,0.89,4,-8.443,1,0.158,0.00171,0.0801,0.809,105.848,262800,4,58,1992-06-23,6jHG1YQkqgojdEzerwvrVv,"['bboy', 'east coast hip hop', 'golden age hip hop', 'hip hop', 'old school hip hop']",1992,East,90s
Redman,Whut? Thee Album,Tonight's Da Night,67mtN6BlsJR0LVyzvNZnGt,0.697,0.687,6,-11.111,1,0.379,4.8e-05,0.403,0.866,90.247,201373,4,57,1992-09-22,7xTKLpo7UCzXSnlH7fOIoM,"['east coast hip hop', 'hardcore hip hop', 'new jersey rap', 'wu fam']",1992,East,90s
Beastie Boys,Check Your Head (Deluxe Edition/Remastered),So What'Cha Want - Remastered 2009,0gmGBCJ5XhOmoNR37MmxEE,0.7,0.942,5,-7.355,0,0.237,2.93e-05,0.0666,0.766,171.37,216941,4,60,1992-04-21,03r4iKL2g2442PT9n2UKsx,"['alternative rock', 'east coast hip hop', 'golden age hip hop', 'hip hop', 'old school hip hop', 'rap', 'rap rock', 'rock']",1992,East,90s
Dr. Dre,The Chronic,Fuck Wit Dre Day (And Everybody's Celebratin'),21NA5Zggba7pyACm25h6k4,0.587,0.858,6,-3.516,1,0.225,0.0,0.322,0.527,93.855,291053,4,76,1992-12-15,6DPYiyq5kWVQS4RGwxzPC7,"['g funk', 'gangster rap', 'hip hop', 'rap', 'west coast rap']",1992,West,90s
Arrested Development,"3 Years, 5 Months And 2 Days In The Life Of...",Mr. Wendal,5DOYik1z3Of1wAFfY3dYbC,0.884,0.37,8,-11.353,1,0.112,0.00423,0.026,0.883,109.997,247507,4,55,1992-03-24,5Va9LuEmaZxnbk1gMnjMD7,"['atl hip hop', 'conscious hip hop', 'hip hop', 'old school atlanta hip hop']",1992,South,90s
Ice Cube,The Predator,Check Yo Self,2Q21T7gfWltYB592v39re5,0.856,0.792,1,-3.256,1,0.115,0.0,0.402,0.8,101.05,222707,4,77,1992-11-17,3Mcii5XWf6E0lrY3Uky4cA,"['conscious hip hop', 'g funk', 'gangster rap', 'hip hop', 'rap', 'west coast rap']",1992,West,90s
House Of Pain,House of Pain (Fine Malt Lyrics),Top O' the Morning to Ya,4EFxQ2V4NhYkN46eslYEWs,0.827,0.619,1,-10.173,0,0.111,0.0108,0.337,0.73,111.083,216320,4,61,1992-07-21,0AuW7OCyKfFrsMbtHrYgIV,"['gangster rap', 'hip hop', 'rap rock', 'west coast rap']",1992,West,90s
Eric B. & Rakim,Don't Sweat The Technique,Know The Ledge,4nBZIQ14fOYMxJvgbvHQpJ,0.794,0.88,8,-9.77,1,0.162,2.52e-05,0.0683,0.847,115.666,238867,4,58,1992-06-23,6jHG1YQkqgojdEzerwvrVv,"['bboy', 'east coast hip hop', 'golden age hip hop', 'hip hop', 'old school hip hop']",1992,East,90s
The Pharcyde,Bizarre Ride II The Pharcyde,Otha Fish,1KcZRMyC2tSs3CMIsng9wx,0.758,0.845,2,-8.021,1,0.272,0.0,0.328,0.944,76.882,321507,4,66,1992-11-24,7yk35uHNQclPXFGFoTU44w,"['alternative hip hop', 'hardcore hip hop', 'hip hop', 'jazz rap', 'west coast rap']",1992,West,90s
Arrested Development,"3 Years, 5 Months And 2 Days In The Life Of...",Tennessee,1aaoIHFT9UqhlaEwLAhh00,0.822,0.661,1,-10.234,0,0.164,3.95e-06,0.315,0.67,99.883,272707,4,55,1992-03-24,5Va9LuEmaZxnbk1gMnjMD7,"['atl hip hop', 'conscious hip hop', 'hip hop', 'old school atlanta hip hop']",1992,South,90s
Redman,Whut? Thee Album,Time 4 Sumaksion,7Afjy65bIVBMpFwCLTiuEe,0.847,0.807,11,-7.548,0,0.378,0.0,0.514,0.698,102.857,204800,4,57,1992-09-22,7xTKLpo7UCzXSnlH7fOIoM,"['east coast hip hop', 'hardcore hip hop', 'new jersey rap', 'wu fam']",1992,East,90s
House Of Pain,Same As It Ever Was,I'm A Swing It,1qB61CUkHHalhxapCrvMsE,0.861,0.573,11,-10.184,1,0.118,0.00462,0.0891,0.449,98.998,223800,4,54,1994-06-24,0AuW7OCyKfFrsMbtHrYgIV,"['gangster rap', 'hip hop', 'rap rock', 'west coast rap']",1994,West,90s
Dr. Dre,The Chronic,Let Me Ride,36yUCSB9OaMz0RMUQDOSpT,0.729,0.929,1,-3.297,1,0.238,0.000846,0.303,0.884,92.675,260333,4,76,1992-12-15,6DPYiyq5kWVQS4RGwxzPC7,"['g funk', 'gangster rap', 'hip hop', 'rap', 'west coast rap']",1992,West,90s
The Pharcyde,Bizarre Ride II The Pharcyde,I'm That Type Of Nigga,4YbCZSeX3QhpEyQE5KAtio,0.847,0.773,7,-7.365,1,0.232,0.0,0.254,0.473,102.886,316827,4,66,1992-11-24,7yk35uHNQclPXFGFoTU44w,"['alternative hip hop', 'hardcore hip hop', 'hip hop', 'jazz rap', 'west coast rap']",1992,West,90s
Positive K,The Skills Dat Pay Da Bills,I Got A Man,4iAYo83eWlktjw97oebIal,0.812,0.753,7,-13.252,1,0.118,0.0,0.341,0.787,103.754,232773,4,42,1992-01-01,5NtJpNZgRqBvRCq6OE08ZU,"['bronx hip hop', 'east coast hip hop']",1992,East,90s
Beastie Boys,Check Your Head (Deluxe Edition/Remastered),Jimmy James - Remastered 2009,2qqCS8wH4FNtgH7kVmF8Ub,0.749,0.852,0,-9.983,1,0.0735,0.0127,0.52,0.677,98.0,194422,4,60,1992-04-21,03r4iKL2g2442PT9n2UKsx,"['alternative rock', 'east coast hip hop', 'golden age hip hop', 'hip hop', 'old school hip hop', 'rap', 'rap rock', 'rock']",1992,East,90s
Pete Rock & C.L. Smooth,Mecca And The Soul Brother,Straighten It Out,4dI2tnLrhe8u4jWjoLC5NK,0.77,0.656,10,-11.169,0,0.246,0.0,0.0793,0.788,98.82,253413,4,58,1992-05-26,3fJ60AcIgLzQkVitEvA7uq,"['east coast hip hop', 'jazz rap']",1992,East,90s
RBL Posse,A Lesson to Be Learned,Don't Give Me No Bammer Weed,4rDmi1LPRaHm7ak0dcQYKo,0.813,0.793,1,-9.727,0,0.194,0.0,0.364,0.724,113.629,368533,4,47,1992-01-07,6bvzW28MI89yFg4k5NTkR3,['west coast rap'],1992,West,90s
Lil Elt,Get the Gat,Get the Gat,4gxh3vX2vDeiey5cDQvXDR,0.953,0.627,9,-8.893,0,0.282,0.0,0.111,0.529,101.007,118544,4,39,1992-03-06,1LBHT3Mqzsk3nQJw8vDrh7,[],1992,Other,90s
Ice Cube,The Predator,When Will They Shoot?,54sZxcHbQubdbmjEdAFp7w,0.739,0.934,0,-3.33,1,0.134,0.0,0.366,0.735,95.645,276160,4,77,1992-11-17,3Mcii5XWf6E0lrY3Uky4cA,"['conscious hip hop', 'g funk', 'gangster rap', 'hip hop', 'rap', 'west coast rap']",1992,West,90s
Eric B. & Rakim,Don't Sweat The Technique,What's On Your Mind,6vcNSoNXXjuOyXI5ssA31O,0.846,0.724,1,-9.43,1,0.103,3.1e-05,0.0584,0.92,100.599,331827,4,58,1992-06-23,6jHG1YQkqgojdEzerwvrVv,"['bboy', 'east coast hip hop', 'golden age hip hop', 'hip hop', 'old school hip hop']",1992,East,90s
Gang Starr,Daily Operation,Ex-Girl To Next Girl,2gMWmiKdQpeNKXMOgZazDr,0.78,0.511,5,-13.95,1,0.203,0.00148,0.111,0.709,82.808,279000,4,46,1992-05-05,5cMgGlA1xGyeAB2ctYlRdZ,"['alternative hip hop', 'conscious hip hop', 'east coast hip hop', 'hardcore hip hop', 'hip hop']",1992,East,90s
DJ Quik,Way 2 Fonky,Jus Lyke Compton,24M44x9vVlOlXipjJJcAY7,0.805,0.566,7,-12.604,1,0.177,0.0,0.582,0.658,94.65,251373,4,38,1992-01-01,0b2XeWDPeBiLeskT6RFqMb,"['g funk', 'popping', 'west coast rap']",1992,West,90s
The Pharcyde,Bizarre Ride II The Pharcyde,Oh Shit,2dBHWIttcCBjPEXbaBvyDW,0.805,0.788,2,-7.205,1,0.292,0.0,0.145,0.631,103.53,269533,4,66,1992-11-24,7yk35uHNQclPXFGFoTU44w,"['alternative hip hop', 'hardcore hip hop', 'hip hop', 'jazz rap', 'west coast rap']",1992,West,90s
Beastie Boys,Check Your Head (Deluxe Edition/Remastered),Pass The Mic - Remastered 2009,4eIfmbGZy21bvnBLHSf7DE,0.622,0.885,7,-6.262,1,0.241,0.0,0.211,0.558,168.149,256488,4,60,1992-04-21,03r4iKL2g2442PT9n2UKsx,"['alternative rock', 'east coast hip hop', 'golden age hip hop', 'hip hop', 'old school hip hop', 'rap', 'rap rock', 'rock']",1992,East,90s
Ice Cube,The Predator,We Had To Tear This Mothafucka Up,0SuS9DnIQh2mm2rYZphJTs,0.852,0.746,6,-4.459,1,0.312,1.45e-05,0.336,0.638,98.813,263933,4,77,1992-11-17,3Mcii5XWf6E0lrY3Uky4cA,"['conscious hip hop', 'g funk', 'gangster rap', 'hip hop', 'rap', 'west coast rap']",1992,West,90s
RBL Posse,A Lesson to Be Learned,A Lesson to Be Learned,2KSwR8ZleqxqKCABXVWb7u,0.686,0.479,11,-12.031,0,0.429,0.0,0.089,0.633,95.312,244093,4,47,1992-01-07,6bvzW28MI89yFg4k5NTkR3,['west coast rap'],1992,West,90s
EPMD,Business Never Personal,Crossover,5JKSty49E9iv1Tj6lfx68n,0.614,0.621,6,-10.43,0,0.362,0.000316,0.145,0.643,202.813,228760,4,37,1992-07-28,3zpKjsMg2gw1St5WcWoUJN,"['east coast hip hop', 'golden age hip hop', 'hip hop', 'old school hip hop']",1992,East,90s
MC Serch,Return Of The Product,Back To The Grill,7rxeH2yGlCeDKEkNNTpY29,0.942,0.639,11,-9.5,1,0.252,1.53e-05,0.113,0.561,101.368,303267,4,35,1992-01-01,40bZG5ihgjqtufTvy8dz2u,"['hardcore hip hop', 'queens hip hop']",1992,East,90s
The Pharcyde,Bizarre Ride II The Pharcyde,Ya Mama,3Idgk0phpc2oewAJzKgoU4,0.831,0.79,10,-7.608,0,0.277,3.01e-06,0.65,0.739,90.139,260907,4,66,1992-11-24,7yk35uHNQclPXFGFoTU44w,"['alternative hip hop', 'hardcore hip hop', 'hip hop', 'jazz rap', 'west coast rap']",1992,West,90s
Redman,Whut? Thee Album,How To Roll A Blunt,4mYG4iHgfxlPaqfT3BQ0ec,0.616,0.66,0,-11.175,1,0.33,3.14e-06,0.346,0.769,184.64,201720,4,57,1992-09-22,7xTKLpo7UCzXSnlH7fOIoM,"['east coast hip hop', 'hardcore hip hop', 'new jersey rap', 'wu fam']",1992,East,90s
Gang Starr,Daily Operation,B.Y.S.,1YvfwfLjfKNrO5Iz8obuqD,0.851,0.497,1,-12.585,0,0.313,0.0,0.152,0.752,94.539,185945,4,46,1992-05-05,5cMgGlA1xGyeAB2ctYlRdZ,"['alternative hip hop', 'conscious hip hop', 'east coast hip hop', 'hardcore hip hop', 'hip hop']",1992,East,90s
Ice Cube,The Predator,The Predator,6Ah1jYLTaxl8EeRHP0L0tY,0.648,0.793,11,-7.02,0,0.266,0.0,0.268,0.582,175.294,243600,4,77,1992-11-17,3Mcii5XWf6E0lrY3Uky4cA,"['conscious hip hop', 'g funk', 'gangster rap', 'hip hop', 'rap', 'west coast rap']",1992,West,90s
Gang Starr,Daily Operation,Take It Personal,6lqKYoYGYprzbFXT95tDTt,0.797,0.5,10,-16.329,0,0.167,0.0227,0.109,0.327,98.355,190040,4,46,1992-05-05,5cMgGlA1xGyeAB2ctYlRdZ,"['alternative hip hop', 'conscious hip hop', 'east coast hip hop', 'hardcore hip hop', 'hip hop']",1992,East,90s
Gang Starr,Daily Operation,I'm The Man,0lA40BOV8RfhBeyQSCeIqM,0.794,0.467,7,-15.322,1,0.34,0.0,0.116,0.361,94.251,244267,4,46,1992-05-05,5cMgGlA1xGyeAB2ctYlRdZ,"['alternative hip hop', 'conscious hip hop', 'east coast hip hop', 'hardcore hip hop', 'hip hop']",1992,East,90s
Redman,Whut? Thee Album,"Rated ""R""",7z5GxLpWZcUrxmyR5972Pg,0.773,0.717,10,-7.328,0,0.357,0.0369,0.0803,0.617,97.54,201200,4,57,1992-09-22,7xTKLpo7UCzXSnlH7fOIoM,"['east coast hip hop', 'hardcore hip hop', 'new jersey rap', 'wu fam']",1992,East,90s
Redman,Whut? Thee Album,Blow Your Mind,3AhHGuTJmJuZSDdbpGnjxO,0.78,0.807,11,-7.694,1,0.238,6.11e-05,0.31,0.703,96.029,234667,4,57,1992-09-22,7xTKLpo7UCzXSnlH7fOIoM,"['east coast hip hop', 'hardcore hip hop', 'new jersey rap', 'wu fam']",1992,East,90s
